GA24758-RA 	6376507	6376112	6376902
GA31954-RA 	8118547	8118313	8118781
GA24864-RA 	8119951	8119403	8120500
GA17246-RK 	8251319	8224629	8278009
GA24306-RE 	8312459	8312137	8312782
GA12274-RA 	8318070	8317818	8318322
GA31474-RA 	8318535	8318419	8318652
GA24866-RA 	8351739	8351460	8352018
GA18304-RB 	8380968	8379104	8382832
GA21348-RD 	8629230	8627288	8631173
GA25085-RA 	8698852	8697826	8699879
GA21135-RA 	8703795	8701115	8706476
GA21181-RI 	8742202	8733028	8751376
GA17618-RA 	8792548	8789937	8795160
GA17623-RA 	8796086	8795445	8796727
GA13871-RA 	8808068	8807152	8808985
GA25089-RC 	8831931	8829165	8834697
GA32511-RA 	8890918	8890473	8891363
GA24777-RB 	8912086	8907825	8916347
GA17460-RA 	9009753	9007911	9011595
GA24382-RA 	9070888	9039723	9102054
GA24782-RA 	9191851	9191585	9192118
GA24783-RB 	9192784	9192374	9193195
GA11889-RA 	9193682	9193361	9194004
GA11891-RA 	9224513	9223609	9225417
GA11894-RB 	9233354	9190394	9276315
GA24785-RB 	9240075	9236728	9243422
GA31336-RA 	9244222	9244160	9244285
GA24786-RB 	9244718	9244629	9244808
GA24788-RA 	9363527	9363313	9363741
GA22051-RD 	9418839	9402203	9435476
GA24793-RB 	9421275	9419445	9423105
GA22160-RA 	9431653	9430414	9432892
GA10034-RA 	9461947	9460480	9463414
GA10051-RB 	9478190	9476083	9480298
GA32923-RA 	9482582	9480936	9484229
GA24797-RA 	9507316	9505675	9508958
GA15600-RA 	9511108	9509413	9512803
GA24798-RA 	9515460	9513727	9517194
GA15599-RA 	9524954	9524492	9525416
GA10893-RB 	9727403	9723283	9731523
GA15598-RA 	9912348	9899766	9924930
GA14205-RA 	11502044	11501810	11502279
GA15569-RA 	11647790	11647351	11648230
GA24980-RA 	11675410	11675025	11675795
GA11599-RA 	11685590	11685169	11686011
GA24967-RE 	12228179	12225323	12231035
GA12588-RC 	12876329	12875353	12877305
GA15267-RD 	13418056	13413764	13422348
GA15265-RA 	13435949	13434340	13437559
GA24900-RA 	14375302	14374953	14375651
GA21051-RA 	15934714	15931078	15938350
GA11917-RA 	16407458	16406720	16408196
GA15827-RA 	17663190	17662942	17663439
