GA15198-RA 	2536092	2527487	2544698
GA24832-RA 	2538943	2537939	2539947
GA24833-RA 	2541538	2540506	2542570
GA30497-RD 	2560837	2552827	2568848
GA30498-RA 	2562001	2560794	2563209
GA24326-RE 	2618997	2617672	2620323
GA12653-RC 	2637874	2612509	2663240
GA24325-RA 	2653180	2653038	2653322
GA31708-RA 	2667835	2667641	2668030
GA10899-RC 	2726339	2724241	2728437
GA14805-RA 	2739970	2739470	2740471
GA24321-RA 	2777263	2776685	2777841
GA32722-RA 	2860670	2860428	2860913
GA20811-RC 	3020212	3016949	3023475
GA11193-RB 	3029636	3028573	3030700
GA24317-RB 	3032127	3030720	3033535
GA11808-RA 	3102556	3097007	3108105
GA24315-RA 	3113618	3109298	3117938
GA24314-RD 	3139630	3130812	3148449
GA12586-RA 	3640975	3639928	3642022
GA24308-RA 	3649872	3649588	3650157
GA17246-RK 	3755417	3728727	3782107
GA12274-RA 	3822168	3821916	3822420
GA15677-RB 	3866670	3866483	3866857
GA18304-RB 	3885066	3883202	3886930
GA24867-RH 	3910248	3904880	3915616
GA19084-RA 	4694864	4694129	4695599
GA20928-RC 	6936250	6935300	6937201
GA11598-RA 	7433578	7433184	7433972
GA15872-RA 	7718137	7716323	7719952
GA12290-RA 	8502259	8501588	8502930
GA12292-RB 	8586751	8586039	8587463
GA31374-RA 	8588865	8588636	8589094
GA32852-RA 	8589743	8589399	8590088
GA31485-RA 	8596666	8596339	8596994
GA24341-RA 	8597808	8596993	8598624
GA13469-RC 	9084276	9082054	9086499
GA21021-RA 	9158864	9156394	9161334
GA15598-RA 	9204657	9192075	9217239
GA16996-RB 	9367650	9366759	9368542
GA12087-RB 	9597540	9595746	9599334
GA24798-RA 	9601544	9599811	9603278
GA24797-RA 	9609688	9608047	9611330
GA32923-RA 	9634422	9632776	9636069
GA10051-RB 	9638814	9636707	9640922
GA22051-RD 	9698165	9681529	9714802
GA18658-RB 	10628409	10626138	10630680
GA24759-RA 	10699501	10698396	10700606
GA24758-RA 	10701371	10700976	10701766
GA14104-RB 	11008933	10994017	11023849
GA15011-RA 	11132729	11132207	11133252
GA21277-RC 	11489515	11486449	11492582
GA24422-RA 	11678879	11677978	11679780
GA18514-RA 	11738198	11734425	11741971
GA14934-RA 	11749387	11747202	11751573
GA10117-RA 	11759405	11756719	11762091
GA10089-RA 	11948422	11945674	11951171
GA10079-RA 	12068797	12062104	12075490
GA20579-RC 	12548054	12544112	12551996
GA21067-RB 	12670338	12669232	12671445
GA10074-RA 	12677572	12676973	12678172
GA10078-RB 	12710602	12708129	12713075
GA14502-RA 	12742859	12739510	12746208
GA22061-RA 	12863297	12862482	12864113
GA15735-RA 	12865973	12865040	12866906
GA15741-RA 	12868796	12867846	12869747
GA15740-RB 	12875821	12870460	12881183
GA24700-RA 	12947418	12946924	12947912
GA17508-RB 	12949756	12933927	12965586
GA15737-RE 	12993015	12990744	12995286
GA15744-RA 	12997724	12995373	13000076
GA12340-RA 	13000569	13000178	13000960
GA12342-RA 	13001570	13001215	13001925
GA12339-RA 	13002699	13002338	13003060
GA12341-RA 	13010855	13008225	13013485
GA20582-RB 	13066043	13060607	13071480
GA24454-RB 	13091939	13088538	13095340
GA13901-RA 	13098791	13098601	13098981
GA17759-RA 	13124912	13121641	13128183
GA20796-RA 	13130747	13128762	13132733
GA24461-RB 	13177611	13175992	13179230
GA30014-RA 	13230245	13215681	13244810
GA18403-RA 	13359092	13358301	13359884
GA21822-RC 	13396653	13393741	13399566
GA24690-RB 	13413102	13407974	13418231
GA10359-RA 	13430573	13428245	13432901
GA24688-RC 	13447654	13440804	13454504
GA21795-RA 	13529832	13525823	13533842
GA24476-RC 	13595216	13589207	13601225
GA13472-RA 	13605213	13604145	13606282
GA13481-RA 	13607657	13606415	13608899
GA24679-RB 	13615704	13615020	13616389
GA24678-RA 	13634081	13632965	13635198
GA24677-RB 	13638720	13636965	13640475
GA14683-RA 	13653202	13652739	13653666
GA17321-RA 	13657918	13655064	13660773
GA13473-RA 	13667084	13666101	13668068
GA13483-RC 	13669494	13668212	13670776
GA15716-RA 	13736120	13735545	13736695
GA24483-RA 	13739539	13738946	13740133
GA15920-RB 	13905545	13905066	13906025
GA24665-RA 	14022580	14022188	14022973
GA17486-RB 	14039259	14037691	14040827
GA15750-RA 	14081898	14081443	14082354
GA24492-RB 	14084222	14080636	14087808
GA24493-RA 	14097503	14097190	14097816
GA22083-RA 	14098613	14097913	14099313
GA24495-RB 	14113808	14109818	14117799
GA21373-RA 	14133052	14132244	14133861
GA21092-RA 	14135124	14134331	14135918
GA21372-RA 	14139497	14136300	14142695
GA12091-RI 	14232348	14224476	14240221
GA24660-RA 	14242793	14241677	14243910
GA12090-RB 	14246069	14243932	14248206
GA24501-RA 	14250995	14249538	14252452
GA24502-RA 	14254415	14252948	14255882
GA15603-RA 	14257813	14256251	14259375
GA21111-RA 	14270045	14266586	14273504
GA21702-RB 	14300842	14295682	14306002
GA11977-RA 	14331069	14330308	14331831
GA30908-RB 	14386747	14386452	14387043
GA24658-RB 	14387419	14387130	14387708
GA15871-RC 	14400105	14385160	14415050
GA15884-RA 	14465784	14445527	14486041
GA15135-RA 	14508758	14505318	14512198
GA13787-RA 	14514487	14512997	14515977
GA13488-RB 	14567545	14565888	14569203
GA22052-RA 	14637683	14634357	14641009
GA15827-RA 	14637801	14637553	14638050
GA22054-RB 	14645974	14643473	14648475
GA24828-RA 	14682938	14682684	14683193
GA30499-RB 	14698282	14680692	14715873
GA12361-RA 	14724126	14723833	14724420
GA17764-RA 	14736053	14735652	14736455
GA15705-RA 	14757197	14756205	14758190
GA17624-RB 	14772424	14771080	14773768
GA10291-RF 	14780309	14775656	14784963
GA10898-RB 	14900994	14900756	14901232
