GA24864-RA 	8119951	8119403	8120500
GA15677-RB 	8362572	8362385	8362759
GA24910-RB 	9563714	9562499	9564930
GA24267-RA 	9673119	9672442	9673797
GA24250-RA 	10586622	10586235	10587009
GA21239-RA 	10838059	10837239	10838879
GA24235-RB 	11415124	11414680	11415568
GA20915-RA 	11418566	11416171	11420962
GA20928-RC 	11432152	11431202	11433103
GA15781-RC 	11550342	11550073	11550612
GA21182-RA 	11565160	11564435	11565885
GA24229-RA 	11578633	11577465	11579802
GA15779-RB 	11703756	11703190	11704323
GA11265-RB 	12173841	12166952	12180730
GA25040-RB 	12429246	12425839	12432654
GA21051-RA 	12487440	12483804	12491076
GA25047-RA 	12576263	12574879	12577648
GA19555-RA 	12579463	12578055	12580871
GA18591-RA 	12587013	12585395	12588631
GA19540-RA 	12596515	12594826	12598205
GA19534-RA 	12602518	12599556	12605480
GA15601-RB 	13445859	13442994	13448725
GA13871-RA 	13617315	13616399	13618232
GA16759-RA 	13625431	13624431	13626432
GA25089-RC 	13641178	13638412	13643944
GA11906-RB 	13727066	13726441	13727692
GA10051-RB 	14287437	14285330	14289545
GA32923-RA 	14291829	14290183	14293476
GA15604-RA 	14312697	14310999	14314396
GA24797-RA 	14316563	14314922	14318205
GA15600-RA 	14320355	14318660	14322050
GA24798-RA 	14324707	14322974	14326441
GA16823-RC 	14519868	14517516	14522221
GA14897-RB 	16309994	16305390	16314598
GA30457-RD 	16333598	16323619	16343578
GA11597-RA 	16491515	16491123	16491908
GA11599-RA 	16494837	16494416	16495258
GA12328-RA 	16870410	16869795	16871025
GA12324-RB 	16874111	16873466	16874756
GA10291-RF 	17520682	17516029	17525336
