GA10297-RA 	1	14931	14985	1
GA10297-RA 	2	15043	15965	1
GA15848-RA 	1	15986	16456	1
GA10330-RA 	1	23596	24320	1
GA10330-RA 	2	24378	24792	1
GA10330-RA 	3	54732	54886	1
GA10330-RA 	4	69369	69906	1
GA24590-RC 	1	70722	70872	1
GA24590-RC 	2	70934	71276	1
GA24590-RC 	3	71353	71440	1
GA32996-RA 	1	72447	72602	1
GA32996-RA 	2	72671	73915	1
GA15984-RA 	1	74164	76687	1
GA15984-RA 	2	76751	77331	1
GA31014-RA 	1	78877	78907	1
GA31014-RA 	2	78973	79305	1
GA31014-RA 	3	79364	79731	1
GA31396-RA 	1	81422	81781	1
GA25598-RB 	1	83300	83435	1
GA25598-RB 	2	83494	83604	1
GA25598-RB 	3	83658	83899	1
GA25598-RB 	4	83952	84083	1
GA15428-RA 	1	89439	90241	1
GA15428-RA 	2	90302	90571	1
GA15428-RA 	3	90783	91233	1
GA11952-RA 	1	92754	93548	1
GA24587-RA 	1	93977	94476	1
GA24587-RA 	2	94545	94626	1
GA24591-RA 	1	96656	96844	1
GA24591-RA 	2	96961	97080	1
GA24591-RA 	3	97294	97392	1
GA15847-RE 	1	106732	106835	1
GA15847-RE 	2	106969	107095	1
GA15847-RE 	3	108716	109168	1
GA15847-RE 	4	109249	109446	1
GA15847-RE 	5	109507	109824	1
GA15847-RE 	6	109886	110071	1
GA15847-RE 	7	111741	111836	1
GA15847-RE 	8	111961	112074	1
GA24592-RA 	1	122030	122287	1
GA24592-RA 	2	122347	122503	1
GA24592-RA 	3	122558	122808	1
GA24592-RA 	4	122868	123006	1
GA24592-RA 	5	123105	123724	1
GA24592-RA 	6	123777	123891	1
GA24592-RA 	7	123951	124354	1
GA15847-RE 	9	127990	128160	1
GA15847-RE 	10	134503	134712	1
GA15847-RE 	11	134776	135084	1
GA15847-RE 	12	135152	135374	1
GA15847-RE 	13	136424	136536	1
GA15847-RE 	14	136592	136741	1
GA15847-RE 	15	136819	137049	1
GA15847-RE 	16	137127	137217	1
GA15847-RE 	17	137284	137830	1
GA15847-RE 	18	142764	142998	1
GA24593-RA 	1	144388	145124	1
GA24593-RA 	2	145182	145272	1
GA24594-RA 	1	146848	146861	1
GA24594-RA 	2	156039	156121	1
GA24594-RA 	3	156284	156341	1
GA24594-RA 	4	157085	157268	1
GA24594-RA 	5	159073	159369	1
GA24594-RA 	6	159428	160215	1
GA24594-RA 	7	160293	160461	1
